index,word,src_link,subindex,local_path
41,наждачний папір,https://media.spreadthesign.com/video/mp4/31/326104.mp4,0,videos/41__наждачний папір.mp4
42,залізний кут,https://media.spreadthesign.com/video/mp4/31/326788.mp4,0,videos/42__залізний кут.mp4
43,ящик для інструментів,https://media.spreadthesign.com/video/mp4/31/326383.mp4,0,videos/43__ящик для інструментів.mp4
44,арматура,https://media.spreadthesign.com/video/mp4/31/328158.mp4,0,videos/44__арматура.mp4
45,монтерські кігті,https://media.spreadthesign.com/video/mp4/31/329441.mp4,0,videos/45__монтерські кігті.mp4
46,лак для дерева,https://media.spreadthesign.com/video/mp4/31/326517.mp4,0,videos/46__лак для дерева.mp4
48,дриль,https://media.spreadthesign.com/video/mp4/31/328796.mp4,0,videos/48__дриль.mp4
50,цвях,https://media.spreadthesign.com/video/mp4/31/330095.mp4,0,videos/50__цвях.mp4
50,цвях,https://media.spreadthesign.com/video/mp4/31/331904.mp4,1,videos/51__цвях.mp4
51,шуруп,https://media.spreadthesign.com/video/mp4/31/326128.mp4,0,videos/52__шуруп.mp4
52,труба,https://media.spreadthesign.com/video/mp4/31/332196.mp4,0,videos/53__труба.mp4
53,дуб,https://media.spreadthesign.com/video/mp4/31/328800.mp4,0,videos/54__дуб.mp4
58,мідь,https://media.spreadthesign.com/video/mp4/31/331702.mp4,0,videos/59__мідь.mp4
61,шпаклівка,https://media.spreadthesign.com/video/mp4/31/331062.mp4,0,videos/62__шпаклівка.mp4
62,рівень будівельний,https://media.spreadthesign.com/video/mp4/31/326263.mp4,0,videos/63__рівень будівельний.mp4
63,директива,https://media.spreadthesign.com/video/mp4/31/331491.mp4,0,videos/64__директива.mp4
64,опускатися,https://media.spreadthesign.com/video/mp4/31/326197.mp4,0,videos/65__опускатися.mp4
65,силікон,https://media.spreadthesign.com/video/mp4/31/326189.mp4,0,videos/66__силікон.mp4
66,керамічна пластина,https://media.spreadthesign.com/video/mp4/31/331641.mp4,0,videos/67__керамічна пластина.mp4
68,квадратний метр,https://media.spreadthesign.com/video/mp4/31/326277.mp4,0,videos/69__квадратний метр.mp4
70,метр,https://media.spreadthesign.com/video/mp4/31/329409.mp4,0,videos/71__метр.mp4
71,міліметр,https://media.spreadthesign.com/video/mp4/31/321965.mp4,0,videos/72__міліметр.mp4
72,обсяг,https://media.spreadthesign.com/video/mp4/31/321969.mp4,0,videos/73__обсяг.mp4
73,вага,https://media.spreadthesign.com/video/mp4/31/326486.mp4,0,videos/74__вага.mp4
74,сантиметр,https://media.spreadthesign.com/video/mp4/31/321957.mp4,0,videos/75__сантиметр.mp4
75,довжина,https://media.spreadthesign.com/video/mp4/31/321963.mp4,0,videos/76__довжина.mp4
76,висота,https://media.spreadthesign.com/video/mp4/31/321961.mp4,0,videos/77__висота.mp4
77,ширина,https://media.spreadthesign.com/video/mp4/31/321970.mp4,0,videos/78__ширина.mp4
79,дециметр,https://media.spreadthesign.com/video/mp4/31/328749.mp4,0,videos/80__дециметр.mp4
80,квадратний,https://media.spreadthesign.com/video/mp4/31/321929.mp4,0,videos/81__квадратний.mp4
80,квадратний,https://media.spreadthesign.com/video/mp4/31/321930.mp4,1,videos/82__квадратний.mp4
81,просочування деревини,https://media.spreadthesign.com/video/mp4/31/326519.mp4,0,videos/83__просочування деревини.mp4
82,червоне дерево,https://media.spreadthesign.com/video/mp4/31/331002.mp4,0,videos/84__червоне дерево.mp4
83,ліс,https://media.spreadthesign.com/video/mp4/31/329366.mp4,0,videos/85__ліс.mp4
85,Ніж,https://media.spreadthesign.com/video/mp4/31/329513.mp4,0,videos/87__Ніж.mp4
86,жалити,https://media.spreadthesign.com/video/mp4/31/326298.mp4,0,videos/88__жалити.mp4
88,захисне взуття,https://media.spreadthesign.com/video/mp4/31/326098.mp4,0,videos/90__захисне взуття.mp4
89,стіна,https://media.spreadthesign.com/video/mp4/31/326468.mp4,0,videos/91__стіна.mp4
90,підлога,https://media.spreadthesign.com/video/mp4/31/329911.mp4,0,videos/92__підлога.mp4
91,Добре,https://media.spreadthesign.com/video/mp4/31/111474.mp4,0,videos/93__Добре.mp4
91,Добре,https://media.spreadthesign.com/video/mp4/31/111475.mp4,1,videos/94__Добре.mp4
92,електричний цвяхозабивач,https://media.spreadthesign.com/video/mp4/31/331549.mp4,0,videos/95__електричний цвяхозабивач.mp4
93,Платформа з дерев'яних рейок,https://media.spreadthesign.com/video/mp4/31/331985.mp4,0,videos/96__Платформа з дерев_яних рейок.mp4
94,зовнішні вхідні двері,https://media.spreadthesign.com/video/mp4/31/328878.mp4,0,videos/97__зовнішні вхідні двері.mp4
97,підсилювач,https://media.spreadthesign.com/video/mp4/31/326786.mp4,0,videos/100__підсилювач.mp4
99,позначка,https://media.spreadthesign.com/video/mp4/31/332005.mp4,0,videos/102__позначка.mp4
100,обмежувач глибини свердління,https://media.spreadthesign.com/video/mp4/31/329535.mp4,0,videos/103__обмежувач глибини свердління.mp4
101,втулка для свердління,https://media.spreadthesign.com/video/mp4/31/328663.mp4,0,videos/104__втулка для свердління.mp4
102,зубило,https://media.spreadthesign.com/video/mp4/31/327088.mp4,0,videos/105__зубило.mp4
103,тримач для інструментів,https://media.spreadthesign.com/video/mp4/31/327091.mp4,0,videos/106__тримач для інструментів.mp4
104,універсальний,https://media.spreadthesign.com/video/mp4/31/111416.mp4,0,videos/107__універсальний.mp4
104,універсальний,https://media.spreadthesign.com/video/mp4/31/111417.mp4,1,videos/108__універсальний.mp4
105,стрічково-шліфувальний верстат,https://media.spreadthesign.com/video/mp4/31/326113.mp4,0,videos/109__стрічково-шліфувальний верстат.mp4
106,верстак,https://media.spreadthesign.com/video/mp4/31/326525.mp4,0,videos/110__верстак.mp4
107,магніт,https://media.spreadthesign.com/video/mp4/31/329378.mp4,0,videos/111__магніт.mp4
108,брезент,https://media.spreadthesign.com/video/mp4/31/326345.mp4,0,videos/112__брезент.mp4
111,ножівка,https://media.spreadthesign.com/video/mp4/31/329520.mp4,0,videos/115__ножівка.mp4
112,лезо пили,https://media.spreadthesign.com/video/mp4/31/326100.mp4,0,videos/116__лезо пили.mp4
113,пильний диск,https://media.spreadthesign.com/video/mp4/31/329756.mp4,0,videos/117__пильний диск.mp4
115,робочий стіл,https://media.spreadthesign.com/video/mp4/31/326522.mp4,0,videos/119__робочий стіл.mp4
116,склоріз,https://media.spreadthesign.com/video/mp4/31/330017.mp4,0,videos/120__склоріз.mp4
117,замок,https://media.spreadthesign.com/video/mp4/31/329747.mp4,0,videos/121__замок.mp4
118,пар,https://media.spreadthesign.com/video/mp4/31/326454.mp4,0,videos/122__пар.mp4
119,зовнішні стіни,https://media.spreadthesign.com/video/mp4/31/328879.mp4,0,videos/123__зовнішні стіни.mp4
120,тепловентилятор,https://media.spreadthesign.com/video/mp4/31/332189.mp4,0,videos/124__тепловентилятор.mp4
121,розетка,https://media.spreadthesign.com/video/mp4/31/326230.mp4,0,videos/125__розетка.mp4
123,сушильня,https://media.spreadthesign.com/video/mp4/31/332168.mp4,0,videos/127__сушильня.mp4
125,лісопильний завод,https://media.spreadthesign.com/video/mp4/31/326101.mp4,0,videos/129__лісопильний завод.mp4
127,деревяні стіни,https://media.spreadthesign.com/video/mp4/31/327125.mp4,0,videos/131__деревяні стіни.mp4
129,Пристрій аварійної зупинки,https://media.spreadthesign.com/video/mp4/31/332040.mp4,0,videos/133__Пристрій аварійної зупинки.mp4
130,сітчатий пружній мат,https://media.spreadthesign.com/video/mp4/31/332109.mp4,0,videos/134__сітчатий пружній мат.mp4
131,реальна ціна,https://media.spreadthesign.com/video/mp4/31/326740.mp4,0,videos/135__реальна ціна.mp4
133,підйомний кран,https://media.spreadthesign.com/video/mp4/31/329908.mp4,0,videos/137__підйомний кран.mp4
135,затверджувати,https://media.spreadthesign.com/video/mp4/31/326804.mp4,0,videos/139__затверджувати.mp4
137,лак для підлоги,https://media.spreadthesign.com/video/mp4/31/329346.mp4,0,videos/141__лак для підлоги.mp4
138,отвір ями,https://media.spreadthesign.com/video/mp4/31/329602.mp4,0,videos/142__отвір ями.mp4
139,траншея,https://media.spreadthesign.com/video/mp4/31/326408.mp4,0,videos/143__траншея.mp4
140,ялина,https://media.spreadthesign.com/video/mp4/31/326275.mp4,0,videos/144__ялина.mp4
141,скловолокно,https://media.spreadthesign.com/video/mp4/31/330016.mp4,0,videos/145__скловолокно.mp4
143,ремонтник житлового фонду,https://media.spreadthesign.com/video/mp4/31/329936.mp4,0,videos/147__ремонтник житлового фонду.mp4
146,водопровід,https://media.spreadthesign.com/video/mp4/31/326472.mp4,0,videos/150__водопровід.mp4
147,гравій,https://media.spreadthesign.com/video/mp4/31/328712.mp4,0,videos/151__гравій.mp4
148,глибина різання,https://media.spreadthesign.com/video/mp4/31/328694.mp4,0,videos/152__глибина різання.mp4
149,екскаватор,https://media.spreadthesign.com/video/mp4/31/331533.mp4,0,videos/153__екскаватор.mp4
150,гума,https://media.spreadthesign.com/video/mp4/31/326074.mp4,0,videos/154__гума.mp4
151,пішохідна доріжка,https://media.spreadthesign.com/video/mp4/31/329922.mp4,0,videos/155__пішохідна доріжка.mp4
152,нитка,https://media.spreadthesign.com/video/mp4/31/326370.mp4,0,videos/156__нитка.mp4
153,двір внутрішній,https://media.spreadthesign.com/video/mp4/31/331470.mp4,0,videos/157__двір внутрішній.mp4
154,ручка,https://media.spreadthesign.com/video/mp4/31/329975.mp4,0,videos/158__ручка.mp4
156,шолом,https://media.spreadthesign.com/video/mp4/31/331060.mp4,0,videos/160__шолом.mp4
157,ліфт,https://media.spreadthesign.com/video/mp4/31/329368.mp4,0,videos/161__ліфт.mp4
158,рівень,https://media.spreadthesign.com/video/mp4/31/329978.mp4,0,videos/162__рівень.mp4
159,головна дорога,https://media.spreadthesign.com/video/mp4/31/328702.mp4,0,videos/163__головна дорога.mp4
160,трансформатор чи розподільник,https://media.spreadthesign.com/video/mp4/31/328358.mp4,0,videos/164__трансформатор чи розподільник.mp4
160,трансформатор чи розподільник,https://media.spreadthesign.com/video/mp4/31/328359.mp4,1,videos/165__трансформатор чи розподільник.mp4
161,порожнистий блок,https://media.spreadthesign.com/video/mp4/31/332012.mp4,0,videos/166__порожнистий блок.mp4
162,порожниста цегла,https://media.spreadthesign.com/video/mp4/31/326766.mp4,0,videos/167__порожниста цегла.mp4
163,жорсткий,https://media.spreadthesign.com/video/mp4/31/331588.mp4,0,videos/168__жорсткий.mp4
164,м'який,https://media.spreadthesign.com/video/mp4/31/326231.mp4,0,videos/169__м_який.mp4
165,нормальний,https://media.spreadthesign.com/video/mp4/31/329521.mp4,0,videos/170__нормальний.mp4
166,великий,https://media.spreadthesign.com/video/mp4/31/391127.mp4,0,videos/171__великий.mp4
167,малий,https://media.spreadthesign.com/video/mp4/31/326223.mp4,0,videos/172__малий.mp4
168,шафа,https://media.spreadthesign.com/video/mp4/31/331032.mp4,0,videos/173__шафа.mp4
169,лампочка,https://media.spreadthesign.com/video/mp4/31/329347.mp4,0,videos/174__лампочка.mp4
170,блискавка,https://media.spreadthesign.com/video/mp4/31/328194.mp4,0,videos/175__блискавка.mp4
171,пауза,https://media.spreadthesign.com/video/mp4/31/329628.mp4,0,videos/176__пауза.mp4
172,виїмка,https://media.spreadthesign.com/video/mp4/31/391756.mp4,0,videos/177__виїмка.mp4
173,грунт,https://media.spreadthesign.com/video/mp4/31/326233.mp4,0,videos/178__грунт.mp4
174,вирівнювати поверхність,https://media.spreadthesign.com/video/mp4/31/328254.mp4,0,videos/179__вирівнювати поверхність.mp4
176,рівновага,https://media.spreadthesign.com/video/mp4/31/329982.mp4,0,videos/181__рівновага.mp4
177,кабель,https://media.spreadthesign.com/video/mp4/31/327246.mp4,0,videos/182__кабель.mp4
178,вапно,https://media.spreadthesign.com/video/mp4/31/328644.mp4,0,videos/183__вапно.mp4
179,кабелепровід,https://media.spreadthesign.com/video/mp4/31/327245.mp4,0,videos/184__кабелепровід.mp4
180,калібрування,https://media.spreadthesign.com/video/mp4/31/327261.mp4,0,videos/185__калібрування.mp4
181,кордон,https://media.spreadthesign.com/video/mp4/31/331665.mp4,0,videos/186__кордон.mp4
182,хімія,https://media.spreadthesign.com/video/mp4/31/109144.mp4,0,videos/187__хімія.mp4
182,хімія,https://media.spreadthesign.com/video/mp4/31/109145.mp4,1,videos/188__хімія.mp4
182,хімія,https://media.spreadthesign.com/video/mp4/31/109146.mp4,2,videos/189__хімія.mp4
183,логічний,https://media.spreadthesign.com/video/mp4/31/322182.mp4,0,videos/190__логічний.mp4
184,карта,https://media.spreadthesign.com/video/mp4/31/329203.mp4,0,videos/191__карта.mp4
185,ланцюг,https://media.spreadthesign.com/video/mp4/31/329349.mp4,0,videos/192__ланцюг.mp4
186,хлор,https://media.spreadthesign.com/video/mp4/31/330081.mp4,0,videos/193__хлор.mp4
187,колотушка,https://media.spreadthesign.com/video/mp4/31/331657.mp4,0,videos/194__колотушка.mp4
188,гардероб,https://media.spreadthesign.com/video/mp4/31/326469.mp4,0,videos/195__гардероб.mp4
189,зажим,https://media.spreadthesign.com/video/mp4/31/328828.mp4,0,videos/196__зажим.mp4
190,хатина,https://media.spreadthesign.com/video/mp4/31/330077.mp4,0,videos/197__хатина.mp4
191,сила,https://media.spreadthesign.com/video/mp4/31/330005.mp4,0,videos/198__сила.mp4
192,гачок,https://media.spreadthesign.com/video/mp4/31/328678.mp4,0,videos/199__гачок.mp4
194,спальня,https://media.spreadthesign.com/video/mp4/31/327015.mp4,0,videos/201__спальня.mp4
195,вітальня,https://media.spreadthesign.com/video/mp4/31/674153.mp4,0,videos/202__вітальня.mp4
195,вітальня,https://media.spreadthesign.com/video/mp4/31/328285.mp4,1,videos/203__вітальня.mp4
199,відремонтувати,https://media.spreadthesign.com/video/mp4/31/110856.mp4,0,videos/207__відремонтувати.mp4
201,власність,https://media.spreadthesign.com/video/mp4/31/328290.mp4,0,videos/209__власність.mp4
202,забруднення повітря,https://media.spreadthesign.com/video/mp4/31/326764.mp4,0,videos/210__забруднення повітря.mp4
203,вентиляційна решітка,https://media.spreadthesign.com/video/mp4/31/326760.mp4,0,videos/211__вентиляційна решітка.mp4
205,підйомна платформа,https://media.spreadthesign.com/video/mp4/31/329907.mp4,0,videos/213__підйомна платформа.mp4
206,підйомник,https://media.spreadthesign.com/video/mp4/31/329909.mp4,0,videos/214__підйомник.mp4
207,повітряний шланг,https://media.spreadthesign.com/video/mp4/31/326761.mp4,0,videos/215__повітряний шланг.mp4
208,герметичний,https://media.spreadthesign.com/video/mp4/31/326768.mp4,0,videos/216__герметичний.mp4
211,мармур,https://media.spreadthesign.com/video/mp4/31/331698.mp4,0,videos/219__мармур.mp4
213,мат,https://media.spreadthesign.com/video/mp4/31/329392.mp4,0,videos/221__мат.mp4
213,мат,https://media.spreadthesign.com/video/mp4/31/331894.mp4,1,videos/222__мат.mp4
214,допомогти,https://media.spreadthesign.com/video/mp4/31/110546.mp4,0,videos/223__допомогти.mp4
215,метод,https://media.spreadthesign.com/video/mp4/31/329408.mp4,0,videos/224__метод.mp4
217,Несуча балка,https://media.spreadthesign.com/video/mp4/31/329506.mp4,0,videos/226__Несуча балка.mp4
218,кладочний цемент,https://media.spreadthesign.com/video/mp4/31/331651.mp4,0,videos/227__кладочний цемент.mp4
226,реконструкція,https://media.spreadthesign.com/video/mp4/31/329934.mp4,0,videos/235__реконструкція.mp4
227,дошка,https://media.spreadthesign.com/video/mp4/31/327123.mp4,0,videos/236__дошка.mp4
228,Цвях з великою тонкою і плоскою шляпкою,https://media.spreadthesign.com/video/mp4/31/329736.mp4,0,videos/237__Цвях з великою тонкою і плоскою шляпкою.mp4
230,двоквартирний будинок,https://media.spreadthesign.com/video/mp4/31/326148.mp4,0,videos/239__двоквартирний будинок.mp4
231,колона,https://media.spreadthesign.com/video/mp4/31/329247.mp4,0,videos/240__колона.mp4
232,орні двері,https://media.spreadthesign.com/video/mp4/31/326326.mp4,0,videos/241__орні двері.mp4
232,орні двері,https://media.spreadthesign.com/video/mp4/31/326327.mp4,1,videos/242__орні двері.mp4
233,пасажирський ліфт,https://media.spreadthesign.com/video/mp4/31/329624.mp4,0,videos/243__пасажирський ліфт.mp4
234,деревяний паркан,https://media.spreadthesign.com/video/mp4/31/328744.mp4,0,videos/244__деревяний паркан.mp4
235,герметик,https://media.spreadthesign.com/video/mp4/31/328683.mp4,0,videos/245__герметик.mp4
236,будинок обшитий вагонкою,https://media.spreadthesign.com/video/mp4/31/326377.mp4,0,videos/246__будинок обшитий вагонкою.mp4
238,пластикове підлогове покриття,https://media.spreadthesign.com/video/mp4/31/329764.mp4,0,videos/248__пластикове підлогове покриття.mp4
240,ножиці для різання металу,https://media.spreadthesign.com/video/mp4/31/326380.mp4,0,videos/250__ножиці для різання металу.mp4
241,тест,https://media.spreadthesign.com/video/mp4/31/326353.mp4,0,videos/251__тест.mp4
243,радіус,https://media.spreadthesign.com/video/mp4/31/329925.mp4,0,videos/253__радіус.mp4
244,каркас,https://media.spreadthesign.com/video/mp4/31/331632.mp4,0,videos/254__каркас.mp4
245,притулок,https://media.spreadthesign.com/video/mp4/31/324244.mp4,0,videos/255__притулок.mp4
246,ремонт,https://media.spreadthesign.com/video/mp4/31/329935.mp4,0,videos/256__ремонт.mp4
247,кільце,https://media.spreadthesign.com/video/mp4/31/329221.mp4,0,videos/257__кільце.mp4
248,креслярська дошка,https://media.spreadthesign.com/video/mp4/31/329314.mp4,0,videos/258__креслярська дошка.mp4
249,водопровідник,https://media.spreadthesign.com/video/mp4/31/328298.mp4,0,videos/259__водопровідник.mp4
250,пісок,https://media.spreadthesign.com/video/mp4/31/326108.mp4,0,videos/260__пісок.mp4
251,тяга,https://media.spreadthesign.com/video/mp4/31/330066.mp4,0,videos/261__тяга.mp4
252,викрутка,https://media.spreadthesign.com/video/mp4/31/326134.mp4,0,videos/262__викрутка.mp4
253,гайковий ключ,https://media.spreadthesign.com/video/mp4/31/326252.mp4,0,videos/263__гайковий ключ.mp4
254,піна,https://media.spreadthesign.com/video/mp4/31/329918.mp4,0,videos/264__піна.mp4
255,захисна маска,https://media.spreadthesign.com/video/mp4/31/328853.mp4,0,videos/265__захисна маска.mp4
256,терти,https://media.spreadthesign.com/video/mp4/31/326075.mp4,0,videos/266__терти.mp4
258,кузня,https://media.spreadthesign.com/video/mp4/31/326225.mp4,0,videos/268__кузня.mp4
262,нитка,https://media.spreadthesign.com/video/mp4/31/326308.mp4,0,videos/272__нитка.mp4
263,захист від сонця,https://media.spreadthesign.com/video/mp4/31/326238.mp4,0,videos/273__захист від сонця.mp4
264,зчищати,https://media.spreadthesign.com/video/mp4/31/326325.mp4,0,videos/274__зчищати.mp4
265,лопата,https://media.spreadthesign.com/video/mp4/31/326250.mp4,0,videos/275__лопата.mp4
266,зубчасті пластини,https://media.spreadthesign.com/video/mp4/31/326386.mp4,0,videos/276__зубчасті пластини.mp4
267,бук,https://media.spreadthesign.com/video/mp4/31/327016.mp4,0,videos/277__бук.mp4
269,захищати,https://media.spreadthesign.com/video/mp4/31/328858.mp4,0,videos/279__захищати.mp4
270,складаний метр,https://media.spreadthesign.com/video/mp4/31/330012.mp4,0,videos/280__складаний метр.mp4
271,бетонозмішувач,https://media.spreadthesign.com/video/mp4/31/328186.mp4,0,videos/281__бетонозмішувач.mp4
272,просочування води,https://media.spreadthesign.com/video/mp4/31/326474.mp4,0,videos/282__просочування води.mp4
273,струмінь повітря,https://media.spreadthesign.com/video/mp4/31/326762.mp4,0,videos/283__струмінь повітря.mp4
274,висувний ящик,https://media.spreadthesign.com/video/mp4/31/328258.mp4,0,videos/284__висувний ящик.mp4
275,малоповерховий будинок,https://media.spreadthesign.com/video/mp4/31/331696.mp4,0,videos/285__малоповерховий будинок.mp4
277,шум,https://media.spreadthesign.com/video/mp4/31/331069.mp4,0,videos/287__шум.mp4
278,камінь,https://media.spreadthesign.com/video/mp4/31/326300.mp4,0,videos/288__камінь.mp4
281,висока шафа,https://media.spreadthesign.com/video/mp4/31/326342.mp4,0,videos/291__висока шафа.mp4
282,захисні окуляри,https://media.spreadthesign.com/video/mp4/31/329748.mp4,0,videos/292__захисні окуляри.mp4
283,цинковий лист,https://media.spreadthesign.com/video/mp4/31/326553.mp4,0,videos/293__цинковий лист.mp4
285,тканина,https://media.spreadthesign.com/video/mp4/31/326533.mp4,0,videos/295__тканина.mp4
286,підбір за обсягом складових компонентів,https://media.spreadthesign.com/video/mp4/31/326990.mp4,0,videos/296__підбір за обсягом складових компонентів.mp4
288,окремий будинок,https://media.spreadthesign.com/video/mp4/31/329556.mp4,0,videos/298__окремий будинок.mp4
289,туалет,https://media.spreadthesign.com/video/mp4/31/111377.mp4,0,videos/299__туалет.mp4
289,туалет,https://media.spreadthesign.com/video/mp4/31/111378.mp4,1,videos/300__туалет.mp4
290,дрова,https://media.spreadthesign.com/video/mp4/31/328797.mp4,0,videos/301__дрова.mp4
291,опалення,https://media.spreadthesign.com/video/mp4/31/329565.mp4,0,videos/302__опалення.mp4
292,щільний,https://media.spreadthesign.com/video/mp4/31/331074.mp4,0,videos/303__щільний.mp4
294,поріг,https://media.spreadthesign.com/video/mp4/31/326373.mp4,0,videos/305__поріг.mp4
295,стружка з деревини,https://media.spreadthesign.com/video/mp4/31/326520.mp4,0,videos/306__стружка з деревини.mp4
296,болото,https://media.spreadthesign.com/video/mp4/31/328203.mp4,0,videos/307__болото.mp4
297,скручений,https://media.spreadthesign.com/video/mp4/31/321927.mp4,0,videos/308__скручений.mp4
297,скручений,https://media.spreadthesign.com/video/mp4/31/321928.mp4,1,videos/309__скручений.mp4
300,тунель,https://media.spreadthesign.com/video/mp4/31/326425.mp4,0,videos/312__тунель.mp4
301,тиск,https://media.spreadthesign.com/video/mp4/31/328339.mp4,0,videos/313__тиск.mp4
303,зона,https://media.spreadthesign.com/video/mp4/31/326555.mp4,0,videos/315__зона.mp4
304,розширення,https://media.spreadthesign.com/video/mp4/31/329969.mp4,0,videos/316__розширення.mp4
305,цегла,https://media.spreadthesign.com/video/mp4/31/332271.mp4,0,videos/317__цегла.mp4
307,покрівельний лист,https://media.spreadthesign.com/video/mp4/31/326063.mp4,0,videos/319__покрівельний лист.mp4
308,карниз,https://media.spreadthesign.com/video/mp4/31/329201.mp4,0,videos/320__карниз.mp4
309,конструкція даху,https://media.spreadthesign.com/video/mp4/31/329276.mp4,0,videos/321__конструкція даху.mp4
310,горище,https://media.spreadthesign.com/video/mp4/31/328706.mp4,0,videos/322__горище.mp4
311,покрівельна плита,https://media.spreadthesign.com/video/mp4/31/332007.mp4,0,videos/323__покрівельна плита.mp4
312,кроква,https://media.spreadthesign.com/video/mp4/31/329326.mp4,0,videos/324__кроква.mp4
313,покрівля,https://media.spreadthesign.com/video/mp4/31/326064.mp4,0,videos/325__покрівля.mp4
314,система,https://media.spreadthesign.com/video/mp4/31/326333.mp4,0,videos/326__система.mp4
315,повна,https://media.spreadthesign.com/video/mp4/31/321966.mp4,0,videos/327__повна.mp4
316,мансардне вікно,https://media.spreadthesign.com/video/mp4/31/332111.mp4,0,videos/328__мансардне вікно.mp4
317,доріжки проти ковзання на даху,https://media.spreadthesign.com/video/mp4/31/331505.mp4,0,videos/329__доріжки проти ковзання на даху.mp4
318,відро,https://media.spreadthesign.com/video/mp4/31/327214.mp4,0,videos/330__відро.mp4
319,мансардне вікно,https://media.spreadthesign.com/video/mp4/31/331697.mp4,0,videos/331__мансардне вікно.mp4
320,вікно,https://media.spreadthesign.com/video/mp4/31/326507.mp4,0,videos/332__вікно.mp4
321,комод,https://media.spreadthesign.com/video/mp4/31/331658.mp4,0,videos/333__комод.mp4
322,книжкова шафа,https://media.spreadthesign.com/video/mp4/31/327141.mp4,0,videos/334__книжкова шафа.mp4
323,ковпак над димарем,https://media.spreadthesign.com/video/mp4/31/329240.mp4,0,videos/335__ковпак над димарем.mp4
324,тріщина,https://media.spreadthesign.com/video/mp4/31/326158.mp4,0,videos/336__тріщина.mp4
325,тирса,https://media.spreadthesign.com/video/mp4/31/326112.mp4,0,videos/337__тирса.mp4
326,гарячий,https://media.spreadthesign.com/video/mp4/31/329083.mp4,0,videos/338__гарячий.mp4
327,зварювання,https://media.spreadthesign.com/video/mp4/31/326490.mp4,0,videos/339__зварювання.mp4
328,холодний,https://media.spreadthesign.com/video/mp4/31/109022.mp4,0,videos/340__холодний.mp4
328,холодний,https://media.spreadthesign.com/video/mp4/31/109023.mp4,1,videos/341__холодний.mp4
329,зварне з'єднання,https://media.spreadthesign.com/video/mp4/31/326491.mp4,0,videos/342__зварне з_єднання.mp4
