робочий одяг,https://media.spreadthesign.com/video/mp4/31/326523.mp4,videos/38__робочий одяг
лом,UNAVAILABLE,UNAVAILABLE
канат,https://media.spreadthesign.com/video/mp4/31/326066.mp4,videos/40__канат
наждачний папір,https://media.spreadthesign.com/video/mp4/31/326104.mp4,videos/41__наждачний папір
залізний кут,https://media.spreadthesign.com/video/mp4/31/326788.mp4,videos/42__залізний кут
ящик для інструментів,https://media.spreadthesign.com/video/mp4/31/326383.mp4,videos/43__ящик для інструментів
арматура,https://media.spreadthesign.com/video/mp4/31/328158.mp4,videos/44__арматура
монтерські кігті,https://media.spreadthesign.com/video/mp4/31/329441.mp4,videos/45__монтерські кігті
лак для дерева,https://media.spreadthesign.com/video/mp4/31/326517.mp4,videos/46__лак для дерева
цоколь,UNAVAILABLE,UNAVAILABLE
дриль,https://media.spreadthesign.com/video/mp4/31/328796.mp4,videos/48__дриль
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
цвях,https://media.spreadthesign.com/video/mp4/31/330095.mp4,videos/50__цвях
шуруп,https://media.spreadthesign.com/video/mp4/31/326128.mp4,videos/51__шуруп
труба,https://media.spreadthesign.com/video/mp4/31/332196.mp4,videos/52__труба
дуб,https://media.spreadthesign.com/video/mp4/31/328800.mp4,videos/53__дуб
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
товста дошка,UNAVAILABLE,UNAVAILABLE
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
мідь,https://media.spreadthesign.com/video/mp4/31/331702.mp4,videos/58__мідь
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
шпаклівка,https://media.spreadthesign.com/video/mp4/31/331062.mp4,videos/61__шпаклівка
рівень будівельний,https://media.spreadthesign.com/video/mp4/31/326263.mp4,videos/62__рівень будівельний
директива,https://media.spreadthesign.com/video/mp4/31/331491.mp4,videos/63__директива
опускатися,https://media.spreadthesign.com/video/mp4/31/326197.mp4,videos/64__опускатися
силікон,https://media.spreadthesign.com/video/mp4/31/326189.mp4,videos/65__силікон
керамічна пластина,https://media.spreadthesign.com/video/mp4/31/331641.mp4,videos/66__керамічна пластина
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
квадратний метр,https://media.spreadthesign.com/video/mp4/31/326277.mp4,videos/68__квадратний метр
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
метр,https://media.spreadthesign.com/video/mp4/31/329409.mp4,videos/70__метр
міліметр,https://media.spreadthesign.com/video/mp4/31/321965.mp4,videos/71__міліметр
обсяг,https://media.spreadthesign.com/video/mp4/31/321969.mp4,videos/72__обсяг
вага,https://media.spreadthesign.com/video/mp4/31/326486.mp4,videos/73__вага
сантиметр,https://media.spreadthesign.com/video/mp4/31/321957.mp4,videos/74__сантиметр
довжина,https://media.spreadthesign.com/video/mp4/31/321963.mp4,videos/75__довжина
висота,https://media.spreadthesign.com/video/mp4/31/321961.mp4,videos/76__висота
ширина,https://media.spreadthesign.com/video/mp4/31/321970.mp4,videos/77__ширина
поверхня,UNAVAILABLE,UNAVAILABLE
дециметр,https://media.spreadthesign.com/video/mp4/31/328749.mp4,videos/79__дециметр
квадратний,https://media.spreadthesign.com/video/mp4/31/321929.mp4,videos/80__квадратний
просочування деревини,https://media.spreadthesign.com/video/mp4/31/326519.mp4,videos/81__просочування деревини
червоне дерево,https://media.spreadthesign.com/video/mp4/31/331002.mp4,videos/82__червоне дерево
ліс,https://media.spreadthesign.com/video/mp4/31/329366.mp4,videos/83__ліс
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
Ніж,https://media.spreadthesign.com/video/mp4/31/329513.mp4,videos/85__Ніж
жалити,https://media.spreadthesign.com/video/mp4/31/326298.mp4,videos/86__жалити
лляна олія,UNAVAILABLE,UNAVAILABLE
захисне взуття,https://media.spreadthesign.com/video/mp4/31/326098.mp4,videos/88__захисне взуття
стіна,https://media.spreadthesign.com/video/mp4/31/326468.mp4,videos/89__стіна
підлога,https://media.spreadthesign.com/video/mp4/31/329911.mp4,videos/90__підлога
Добре,https://media.spreadthesign.com/video/mp4/31/111474.mp4,videos/91__Добре
електричний цвяхозабивач,https://media.spreadthesign.com/video/mp4/31/331549.mp4,videos/92__електричний цвяхозабивач
Платформа з дерев'яних рейок,https://media.spreadthesign.com/video/mp4/31/331985.mp4,videos/93__Платформа з дерев_яних рейок
зовнішні вхідні двері,https://media.spreadthesign.com/video/mp4/31/328878.mp4,videos/94__зовнішні вхідні двері
нейлон,UNAVAILABLE,UNAVAILABLE
пробка кріплення елементів,UNAVAILABLE,UNAVAILABLE
підсилювач,https://media.spreadthesign.com/video/mp4/31/326786.mp4,videos/97__підсилювач
Розширення щита анкерних болтів,UNAVAILABLE,UNAVAILABLE
позначка,https://media.spreadthesign.com/video/mp4/31/332005.mp4,videos/99__позначка
обмежувач глибини свердління,https://media.spreadthesign.com/video/mp4/31/329535.mp4,videos/100__обмежувач глибини свердління
втулка для свердління,https://media.spreadthesign.com/video/mp4/31/328663.mp4,videos/101__втулка для свердління
зубило,https://media.spreadthesign.com/video/mp4/31/327088.mp4,videos/102__зубило
тримач для інструментів,https://media.spreadthesign.com/video/mp4/31/327091.mp4,videos/103__тримач для інструментів
універсальний,https://media.spreadthesign.com/video/mp4/31/111416.mp4,videos/104__універсальний
стрічково-шліфувальний верстат,https://media.spreadthesign.com/video/mp4/31/326113.mp4,videos/105__стрічково-шліфувальний верстат
верстак,https://media.spreadthesign.com/video/mp4/31/326525.mp4,videos/106__верстак
магніт,https://media.spreadthesign.com/video/mp4/31/329378.mp4,videos/107__магніт
брезент,https://media.spreadthesign.com/video/mp4/31/326345.mp4,videos/108__брезент
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
ножівка,https://media.spreadthesign.com/video/mp4/31/329520.mp4,videos/111__ножівка
лезо пили,https://media.spreadthesign.com/video/mp4/31/326100.mp4,videos/112__лезо пили
пильний диск,https://media.spreadthesign.com/video/mp4/31/329756.mp4,videos/113__пильний диск
опорна рама,UNAVAILABLE,UNAVAILABLE
робочий стіл,https://media.spreadthesign.com/video/mp4/31/326522.mp4,videos/115__робочий стіл
склоріз,https://media.spreadthesign.com/video/mp4/31/330017.mp4,videos/116__склоріз
замок,https://media.spreadthesign.com/video/mp4/31/329747.mp4,videos/117__замок
пар,https://media.spreadthesign.com/video/mp4/31/326454.mp4,videos/118__пар
зовнішні стіни,https://media.spreadthesign.com/video/mp4/31/328879.mp4,videos/119__зовнішні стіни
тепловентилятор,https://media.spreadthesign.com/video/mp4/31/332189.mp4,videos/120__тепловентилятор
розетка,https://media.spreadthesign.com/video/mp4/31/326230.mp4,videos/121__розетка
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
сушильня,https://media.spreadthesign.com/video/mp4/31/332168.mp4,videos/123__сушильня
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
лісопильний завод,https://media.spreadthesign.com/video/mp4/31/326101.mp4,videos/125__лісопильний завод
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
деревяні стіни,https://media.spreadthesign.com/video/mp4/31/327125.mp4,videos/127__деревяні стіни
дюбель,UNAVAILABLE,UNAVAILABLE
Пристрій аварійної зупинки,https://media.spreadthesign.com/video/mp4/31/332040.mp4,videos/129__Пристрій аварійної зупинки
сітчатий пружній мат,https://media.spreadthesign.com/video/mp4/31/332109.mp4,videos/130__сітчатий пружній мат
реальна ціна,https://media.spreadthesign.com/video/mp4/31/326740.mp4,videos/131__реальна ціна
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
підйомний кран,https://media.spreadthesign.com/video/mp4/31/329908.mp4,videos/133__підйомний кран
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
затверджувати,https://media.spreadthesign.com/video/mp4/31/326804.mp4,videos/135__затверджувати
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
лак для підлоги,https://media.spreadthesign.com/video/mp4/31/329346.mp4,videos/137__лак для підлоги
отвір ями,https://media.spreadthesign.com/video/mp4/31/329602.mp4,videos/138__отвір ями
траншея,https://media.spreadthesign.com/video/mp4/31/326408.mp4,videos/139__траншея
ялина,https://media.spreadthesign.com/video/mp4/31/326275.mp4,videos/140__ялина
скловолокно,https://media.spreadthesign.com/video/mp4/31/330016.mp4,videos/141__скловолокно
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
ремонтник житлового фонду,https://media.spreadthesign.com/video/mp4/31/329936.mp4,videos/143__ремонтник житлового фонду
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
водопровід,https://media.spreadthesign.com/video/mp4/31/326472.mp4,videos/146__водопровід
гравій,https://media.spreadthesign.com/video/mp4/31/328712.mp4,videos/147__гравій
глибина різання,https://media.spreadthesign.com/video/mp4/31/328694.mp4,videos/148__глибина різання
екскаватор,https://media.spreadthesign.com/video/mp4/31/331533.mp4,videos/149__екскаватор
гума,https://media.spreadthesign.com/video/mp4/31/326074.mp4,videos/150__гума
пішохідна доріжка,https://media.spreadthesign.com/video/mp4/31/329922.mp4,videos/151__пішохідна доріжка
нитка,https://media.spreadthesign.com/video/mp4/31/326370.mp4,videos/152__нитка
двір внутрішній,https://media.spreadthesign.com/video/mp4/31/331470.mp4,videos/153__двір внутрішній
ручка,https://media.spreadthesign.com/video/mp4/31/329975.mp4,videos/154__ручка
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
шолом,https://media.spreadthesign.com/video/mp4/31/331060.mp4,videos/156__шолом
ліфт,https://media.spreadthesign.com/video/mp4/31/329368.mp4,videos/157__ліфт
рівень,https://media.spreadthesign.com/video/mp4/31/329978.mp4,videos/158__рівень
головна дорога,https://media.spreadthesign.com/video/mp4/31/328702.mp4,videos/159__головна дорога
трансформатор чи розподільник,https://media.spreadthesign.com/video/mp4/31/328358.mp4,videos/160__трансформатор чи розподільник
порожнистий блок,https://media.spreadthesign.com/video/mp4/31/332012.mp4,videos/161__порожнистий блок
порожниста цегла,https://media.spreadthesign.com/video/mp4/31/326766.mp4,videos/162__порожниста цегла
жорсткий,https://media.spreadthesign.com/video/mp4/31/331588.mp4,videos/163__жорсткий
м'який,https://media.spreadthesign.com/video/mp4/31/326231.mp4,videos/164__м_який
нормальний,https://media.spreadthesign.com/video/mp4/31/329521.mp4,videos/165__нормальний
великий,https://media.spreadthesign.com/video/mp4/31/391127.mp4,videos/166__великий
малий,https://media.spreadthesign.com/video/mp4/31/326223.mp4,videos/167__малий
шафа,https://media.spreadthesign.com/video/mp4/31/331032.mp4,videos/168__шафа
лампочка,https://media.spreadthesign.com/video/mp4/31/329347.mp4,videos/169__лампочка
блискавка,https://media.spreadthesign.com/video/mp4/31/328194.mp4,videos/170__блискавка
пауза,https://media.spreadthesign.com/video/mp4/31/329628.mp4,videos/171__пауза
виїмка,https://media.spreadthesign.com/video/mp4/31/391756.mp4,videos/172__виїмка
грунт,https://media.spreadthesign.com/video/mp4/31/326233.mp4,videos/173__грунт
вирівнювати поверхність,https://media.spreadthesign.com/video/mp4/31/328254.mp4,videos/174__вирівнювати поверхність
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
рівновага,https://media.spreadthesign.com/video/mp4/31/329982.mp4,videos/176__рівновага
кабель,https://media.spreadthesign.com/video/mp4/31/327246.mp4,videos/177__кабель
вапно,https://media.spreadthesign.com/video/mp4/31/328644.mp4,videos/178__вапно
кабелепровід,https://media.spreadthesign.com/video/mp4/31/327245.mp4,videos/179__кабелепровід
калібрування,https://media.spreadthesign.com/video/mp4/31/327261.mp4,videos/180__калібрування
кордон,https://media.spreadthesign.com/video/mp4/31/331665.mp4,videos/181__кордон
хімія,https://media.spreadthesign.com/video/mp4/31/109144.mp4,videos/182__хімія
логічний,https://media.spreadthesign.com/video/mp4/31/322182.mp4,videos/183__логічний
карта,https://media.spreadthesign.com/video/mp4/31/329203.mp4,videos/184__карта
ланцюг,https://media.spreadthesign.com/video/mp4/31/329349.mp4,videos/185__ланцюг
хлор,https://media.spreadthesign.com/video/mp4/31/330081.mp4,videos/186__хлор
колотушка,https://media.spreadthesign.com/video/mp4/31/331657.mp4,videos/187__колотушка
гардероб,https://media.spreadthesign.com/video/mp4/31/326469.mp4,videos/188__гардероб
зажим,https://media.spreadthesign.com/video/mp4/31/328828.mp4,videos/189__зажим
хатина,https://media.spreadthesign.com/video/mp4/31/330077.mp4,videos/190__хатина
сила,https://media.spreadthesign.com/video/mp4/31/330005.mp4,videos/191__сила
гачок,https://media.spreadthesign.com/video/mp4/31/328678.mp4,videos/192__гачок
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
спальня,https://media.spreadthesign.com/video/mp4/31/327015.mp4,videos/194__спальня
вітальня,https://media.spreadthesign.com/video/mp4/31/674153.mp4,videos/195__вітальня
охолодження котушки,UNAVAILABLE,UNAVAILABLE
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
відремонтувати,https://media.spreadthesign.com/video/mp4/31/110856.mp4,videos/199__відремонтувати
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
власність,https://media.spreadthesign.com/video/mp4/31/328290.mp4,videos/201__власність
забруднення повітря,https://media.spreadthesign.com/video/mp4/31/326764.mp4,videos/202__забруднення повітря
вентиляційна решітка,https://media.spreadthesign.com/video/mp4/31/326760.mp4,videos/203__вентиляційна решітка
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
підйомна платформа,https://media.spreadthesign.com/video/mp4/31/329907.mp4,videos/205__підйомна платформа
підйомник,https://media.spreadthesign.com/video/mp4/31/329909.mp4,videos/206__підйомник
повітряний шланг,https://media.spreadthesign.com/video/mp4/31/326761.mp4,videos/207__повітряний шланг
герметичний,https://media.spreadthesign.com/video/mp4/31/326768.mp4,videos/208__герметичний
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
мармур,https://media.spreadthesign.com/video/mp4/31/331698.mp4,videos/211__мармур
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
мат,https://media.spreadthesign.com/video/mp4/31/329392.mp4,videos/213__мат
допомогти,https://media.spreadthesign.com/video/mp4/31/110546.mp4,videos/214__допомогти
метод,https://media.spreadthesign.com/video/mp4/31/329408.mp4,videos/215__метод
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
Несуча балка,https://media.spreadthesign.com/video/mp4/31/329506.mp4,videos/217__Несуча балка
кладочний цемент,https://media.spreadthesign.com/video/mp4/31/331651.mp4,videos/218__кладочний цемент
мірна стрічка,UNAVAILABLE,UNAVAILABLE
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
пліснявий грибок,UNAVAILABLE,UNAVAILABLE
неонове світло,UNAVAILABLE,UNAVAILABLE
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
реконструкція,https://media.spreadthesign.com/video/mp4/31/329934.mp4,videos/226__реконструкція
дошка,https://media.spreadthesign.com/video/mp4/31/327123.mp4,videos/227__дошка
Цвях з великою тонкою і плоскою шляпкою,https://media.spreadthesign.com/video/mp4/31/329736.mp4,videos/228__Цвях з великою тонкою і плоскою шляпкою
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
двоквартирний будинок,https://media.spreadthesign.com/video/mp4/31/326148.mp4,videos/230__двоквартирний будинок
колона,https://media.spreadthesign.com/video/mp4/31/329247.mp4,videos/231__колона
орні двері,https://media.spreadthesign.com/video/mp4/31/326326.mp4,videos/232__орні двері
пасажирський ліфт,https://media.spreadthesign.com/video/mp4/31/329624.mp4,videos/233__пасажирський ліфт
деревяний паркан,https://media.spreadthesign.com/video/mp4/31/328744.mp4,videos/234__деревяний паркан
герметик,https://media.spreadthesign.com/video/mp4/31/328683.mp4,videos/235__герметик
будинок обшитий вагонкою,https://media.spreadthesign.com/video/mp4/31/326377.mp4,videos/236__будинок обшитий вагонкою
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
пластикове підлогове покриття,https://media.spreadthesign.com/video/mp4/31/329764.mp4,videos/238__пластикове підлогове покриття
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
ножиці для різання металу,https://media.spreadthesign.com/video/mp4/31/326380.mp4,videos/240__ножиці для різання металу
тест,https://media.spreadthesign.com/video/mp4/31/326353.mp4,videos/241__тест
насос,UNAVAILABLE,UNAVAILABLE
радіус,https://media.spreadthesign.com/video/mp4/31/329925.mp4,videos/243__радіус
каркас,https://media.spreadthesign.com/video/mp4/31/331632.mp4,videos/244__каркас
притулок,https://media.spreadthesign.com/video/mp4/31/324244.mp4,videos/245__притулок
ремонт,https://media.spreadthesign.com/video/mp4/31/329935.mp4,videos/246__ремонт
кільце,https://media.spreadthesign.com/video/mp4/31/329221.mp4,videos/247__кільце
креслярська дошка,https://media.spreadthesign.com/video/mp4/31/329314.mp4,videos/248__креслярська дошка
водопровідник,https://media.spreadthesign.com/video/mp4/31/328298.mp4,videos/249__водопровідник
пісок,https://media.spreadthesign.com/video/mp4/31/326108.mp4,videos/250__пісок
тяга,https://media.spreadthesign.com/video/mp4/31/330066.mp4,videos/251__тяга
викрутка,https://media.spreadthesign.com/video/mp4/31/326134.mp4,videos/252__викрутка
гайковий ключ,https://media.spreadthesign.com/video/mp4/31/326252.mp4,videos/253__гайковий ключ
піна,https://media.spreadthesign.com/video/mp4/31/329918.mp4,videos/254__піна
захисна маска,https://media.spreadthesign.com/video/mp4/31/328853.mp4,videos/255__захисна маска
терти,https://media.spreadthesign.com/video/mp4/31/326075.mp4,videos/256__терти
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
кузня,https://media.spreadthesign.com/video/mp4/31/326225.mp4,videos/258__кузня
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
клей гарячого розплаву,UNAVAILABLE,UNAVAILABLE
теслярські роботи,UNAVAILABLE,UNAVAILABLE
нитка,https://media.spreadthesign.com/video/mp4/31/326308.mp4,videos/262__нитка
захист від сонця,https://media.spreadthesign.com/video/mp4/31/326238.mp4,videos/263__захист від сонця
зчищати,https://media.spreadthesign.com/video/mp4/31/326325.mp4,videos/264__зчищати
лопата,https://media.spreadthesign.com/video/mp4/31/326250.mp4,videos/265__лопата
зубчасті пластини,https://media.spreadthesign.com/video/mp4/31/326386.mp4,videos/266__зубчасті пластини
бук,https://media.spreadthesign.com/video/mp4/31/327016.mp4,videos/267__бук
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
захищати,https://media.spreadthesign.com/video/mp4/31/328858.mp4,videos/269__захищати
складаний метр,https://media.spreadthesign.com/video/mp4/31/330012.mp4,videos/270__складаний метр
бетонозмішувач,https://media.spreadthesign.com/video/mp4/31/328186.mp4,videos/271__бетонозмішувач
просочування води,https://media.spreadthesign.com/video/mp4/31/326474.mp4,videos/272__просочування води
струмінь повітря,https://media.spreadthesign.com/video/mp4/31/326762.mp4,videos/273__струмінь повітря
висувний ящик,https://media.spreadthesign.com/video/mp4/31/328258.mp4,videos/274__висувний ящик
малоповерховий будинок,https://media.spreadthesign.com/video/mp4/31/331696.mp4,videos/275__малоповерховий будинок
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
шум,https://media.spreadthesign.com/video/mp4/31/331069.mp4,videos/277__шум
камінь,https://media.spreadthesign.com/video/mp4/31/326300.mp4,videos/278__камінь
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
електростанція,UNAVAILABLE,UNAVAILABLE
висока шафа,https://media.spreadthesign.com/video/mp4/31/326342.mp4,videos/281__висока шафа
захисні окуляри,https://media.spreadthesign.com/video/mp4/31/329748.mp4,videos/282__захисні окуляри
цинковий лист,https://media.spreadthesign.com/video/mp4/31/326553.mp4,videos/283__цинковий лист
покриття тканиною,UNAVAILABLE,UNAVAILABLE
тканина,https://media.spreadthesign.com/video/mp4/31/326533.mp4,videos/285__тканина
підбір за обсягом складових компонентів,https://media.spreadthesign.com/video/mp4/31/326990.mp4,videos/286__підбір за обсягом складових компонентів
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
окремий будинок,https://media.spreadthesign.com/video/mp4/31/329556.mp4,videos/288__окремий будинок
туалет,https://media.spreadthesign.com/video/mp4/31/111377.mp4,videos/289__туалет
дрова,https://media.spreadthesign.com/video/mp4/31/328797.mp4,videos/290__дрова
опалення,https://media.spreadthesign.com/video/mp4/31/329565.mp4,videos/291__опалення
щільний,https://media.spreadthesign.com/video/mp4/31/331074.mp4,videos/292__щільний
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
поріг,https://media.spreadthesign.com/video/mp4/31/326373.mp4,videos/294__поріг
стружка з деревини,https://media.spreadthesign.com/video/mp4/31/326520.mp4,videos/295__стружка з деревини
болото,https://media.spreadthesign.com/video/mp4/31/328203.mp4,videos/296__болото
скручений,https://media.spreadthesign.com/video/mp4/31/321927.mp4,videos/297__скручений
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
тунель,https://media.spreadthesign.com/video/mp4/31/326425.mp4,videos/300__тунель
тиск,https://media.spreadthesign.com/video/mp4/31/328339.mp4,videos/301__тиск
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
зона,https://media.spreadthesign.com/video/mp4/31/326555.mp4,videos/303__зона
розширення,https://media.spreadthesign.com/video/mp4/31/329969.mp4,videos/304__розширення
цегла,https://media.spreadthesign.com/video/mp4/31/332271.mp4,videos/305__цегла
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
покрівельний лист,https://media.spreadthesign.com/video/mp4/31/326063.mp4,videos/307__покрівельний лист
карниз,https://media.spreadthesign.com/video/mp4/31/329201.mp4,videos/308__карниз
конструкція даху,https://media.spreadthesign.com/video/mp4/31/329276.mp4,videos/309__конструкція даху
горище,https://media.spreadthesign.com/video/mp4/31/328706.mp4,videos/310__горище
покрівельна плита,https://media.spreadthesign.com/video/mp4/31/332007.mp4,videos/311__покрівельна плита
кроква,https://media.spreadthesign.com/video/mp4/31/329326.mp4,videos/312__кроква
покрівля,https://media.spreadthesign.com/video/mp4/31/326064.mp4,videos/313__покрівля
система,https://media.spreadthesign.com/video/mp4/31/326333.mp4,videos/314__система
повна,https://media.spreadthesign.com/video/mp4/31/321966.mp4,videos/315__повна
мансардне вікно,https://media.spreadthesign.com/video/mp4/31/332111.mp4,videos/316__мансардне вікно
доріжки проти ковзання на даху,https://media.spreadthesign.com/video/mp4/31/331505.mp4,videos/317__доріжки проти ковзання на даху
відро,https://media.spreadthesign.com/video/mp4/31/327214.mp4,videos/318__відро
мансардне вікно,https://media.spreadthesign.com/video/mp4/31/331697.mp4,videos/319__мансардне вікно
вікно,https://media.spreadthesign.com/video/mp4/31/326507.mp4,videos/320__вікно
комод,https://media.spreadthesign.com/video/mp4/31/331658.mp4,videos/321__комод
книжкова шафа,https://media.spreadthesign.com/video/mp4/31/327141.mp4,videos/322__книжкова шафа
ковпак над димарем,https://media.spreadthesign.com/video/mp4/31/329240.mp4,videos/323__ковпак над димарем
тріщина,https://media.spreadthesign.com/video/mp4/31/326158.mp4,videos/324__тріщина
тирса,https://media.spreadthesign.com/video/mp4/31/326112.mp4,videos/325__тирса
гарячий,https://media.spreadthesign.com/video/mp4/31/329083.mp4,videos/326__гарячий
зварювання,https://media.spreadthesign.com/video/mp4/31/326490.mp4,videos/327__зварювання
холодний,https://media.spreadthesign.com/video/mp4/31/109022.mp4,videos/328__холодний
зварне з'єднання,https://media.spreadthesign.com/video/mp4/31/326491.mp4,videos/329__зварне з_єднання
природна вентиляція,https://media.spreadthesign.com/video/mp4/31/332038.mp4,videos/330__природна вентиляція
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
запустити зварку,https://media.spreadthesign.com/video/mp4/31/326489.mp4,videos/332__запустити зварку
стик,https://media.spreadthesign.com/video/mp4/31/330053.mp4,videos/333__стик
опорна плита,https://media.spreadthesign.com/video/mp4/31/331937.mp4,videos/334__опорна плита
дротяна щітка,https://media.spreadthesign.com/video/mp4/31/326513.mp4,videos/335__дротяна щітка
сталева стрічка,https://media.spreadthesign.com/video/mp4/31/326292.mp4,videos/336__сталева стрічка
ремінь,https://media.spreadthesign.com/video/mp4/31/327031.mp4,videos/337__ремінь
тесля,https://media.spreadthesign.com/video/mp4/31/332192.mp4,videos/338__тесля
структура,https://media.spreadthesign.com/video/mp4/31/326309.mp4,videos/339__структура
UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
поліно,https://media.spreadthesign.com/video/mp4/31/329797.mp4,videos/341__поліно
